Case Number,Date/Time,Created Time,Category,Subject,Corporate Name,Mode of Payment,Resolution
73008154,1/9/2025,06:28 pm,Pine Gateway Complaint Related,Re: Payment Link,,,"Offline merchant, Please check as merchant is getting error and unable to generate the payment link."
73035305,1/10/2025,06:27 pm,Pine Gateway Complaint Related,325598,ECOM PG,Cards,American Express bank cards facility is not available on PG portal.
69435354,10/1/2024,8:19 pm,Pine Gateway Query Related,nbpay108258590057885,Property Technologies Solutions Pvt Ltd,,
72242810,12/7/2024,10:31 am,Transaction Related Query,Re: Credit card bill payment issue with canara bank bills payment portal,PRIVATE BANK COU,,
72256389,12/7/2024,02:33 pm,Transaction Related Query,"Re: Confirmed fraud received from Cyber Police_ Acknowledgement No.	33112240151239 L-2 MID - 3443434 URL - https://billpe-sandbox.setu.co",PRIVATE BANK,,
69436757,10/1/2024,8:48 pm,Pine Gateway Query Related,"[ESR-100519] : Pinelabs payment failures spiked with message ""AUTHENTICATION FAILED"" in last one hour - Oct 1st",Electronics India Private Limited PG,,
69513423,10/3/2024,6:45 pm,Pine Gateway Query Related,RE: '766969220' RE: ApnaComplex || UPI Issue,proptech group business services private limited_6916,,
69496257,10/3/2024,12:49 pm,Pine Gateway Query Related,RE: ICB Data BOB Financial-July- 2024 online,Electronics India Private Limited PG,,
69517192,10/3/2024,7:59 pm,Pine Gateway Query Related,Payment error issue NewTicket,EduTech Private Limited,,
69514690,10/3/2024,7:07 pm,Pine Gateway Query Related,RE: check this transaction CAPTURED & FAILURE,Electronics Sales,,
69507091,10/3/2024,4:27 pm,Pine Gateway Query Related,PINELABS URGENT TRANSACTION STATUS REQUIRED: 9955543837893473,Trading Broking Limited PG,,
69507015,10/3/2024,4:22 pm,Pine Gateway Query Related,PINELABS URGENT TRANSACTION STATUS REQUIRED: YCNB2419897408,Trading Broking Limited PG,,
69523593,10/4/2024,11:53 am,Pine Gateway Query Related,Re: Trasnsaction getting failed,TRAVEL PLANNERS LIMITED - PG,,
72366798,12/10/2024,03:31 pm,Transaction Related Query,Re: INGRAM PENDING COMPLAINT : 6586411 NAME : Durga Prashad -- VERY URGENT,PRIVATE BANK COU,,
73052344,1/11/2025,01:38 pm,Pine Gateway Complaint Related,Kindly turn off all the payment method on pinepg,online retail private limited_6937,,merchant want to disable paymode
69528594,10/4/2024,2:41 pm,Pine Gateway Query Related,Fail to fetch payment status for month of Sep 2024,Facility services India Pvt Ltd PG,,
69523023,10/4/2024,11:36 am,Pine Gateway Query Related,nbpay477355030227650,Property Technologies Solutions Pvt Ltd Education PG,,
73075255,1/13/2025,09:52 am,Pine Gateway Complaint Related,Error while checkout,ECOM PG,,Error while checkout
69521195,10/4/2024,9:14 am,Pine Gateway Query Related,PINELABS URGENT TRANSACTION STATUS REQUIRED: 2722080272351505,Trading Broking Limited,,
69521278,10/4/2024,9:38 am,Pine Gateway Query Related,PINELABS URGENT TRANSACTION STATUS REQUIRED: YCNB2449210723,Trading Broking Limited,,
69524028,10/4/2024,12:07 pm,Pine Gateway Query Related,PINELABS URGENT TRANSACTION STATUS REQUIRED: YCNB2448964013,Trading Broking Limited,,
73076107,1/13/2025,11:27 am,Pine Gateway Complaint Related,Payment unexpected error occurred MID: 326933,WATER BOARD BANGALORE_6972,,"As per tech issue has been resolve, convey merchant to check again"
69534916,10/4/2024,5:26 pm,Pine Gateway Query Related,PINELABS URGENT TRANSACTION STATUS REQUIRED: 9100319086274686,Trading Broking Limited PG,,
69544749,10/5/2024,12:31 pm,Pine Gateway Query Related,Re: Amount not uploaded in SAP-PIN Labs Transaction Dt.28.09.2024,DAIRY COOPERATIVE MARKETING FEDERATION LTD,,
69561146,10/5/2024,6:26 pm,Pine Gateway Query Related,RE: Pine Labs credentials NewTicket,Community Small Finance Bank PG,,
69572283,10/6/2024,10:20 pm,Pine Gateway Query Related,"Failure debit card emi icici in JioMart, reliance digital and more",Mega Retail Limited Online Store,,
69577076,10/7/2024,10:05 am,Pine Gateway Query Related,**Urgent** Unable to check transaction,APPLIANCES INDIA PRIVATE LIMITED,,
69577211,10/7/2024,10:12 am,Pine Gateway Query Related,**Urgent** Unable to check transaction,APPLIANCES INDIA PRIVATE LIMITED,,
69601968,10/7/2024,7:55 pm,Pine Gateway Query Related,Txn Status Query - P4sfJJJyOzPmwh - MID 326877,TECHARRAY NETWORK PVT LTD PG,,
69577854,10/7/2024,10:57 am,Pine Gateway Query Related,RE: ICB Data BOB Financial-July- 2024 online NewTicket,Electronics India Private Limited PG,,
73132411,1/15/2025,03:29 pm,Pine Gateway Complaint Related,RE: NORTH EAST & GSD: UPI,hire purchase company india pvt ltd_6915,,Pay mode issue
69636568,10/8/2024,6:11 pm,Pine Gateway Query Related,Pinelabs UPI Transactions Multiple Failure (Hariox Unit Management Private Limited),Unit Management Private Limited,,
69607757,10/8/2024,10:52 am,Pine Gateway Query Related,Unable to place order | TC246574191616-03024549 | INC1187037,DIGITAL COMMERCE LTD,,
69634312,10/8/2024,5:36 pm,Pine Gateway Query Related,Unable to place order | EC242506440704-05051959 | INC1188671,Digital Commerce Ltd,,
69612422,10/8/2024,11:52 am,Pine Gateway Query Related,PINELABS URGENT TRANSACTION STATUS REQUIRED: 6692964423322100,Trading Broking Limited,,
73202253,1/18/2025,01:35 pm,Pine Gateway Complaint Related,Issues with the Payment Gateway page NewTicket,Educational Trust PG,,Merchant wants to enable Kotak Mahindra bank for net banking and same has been raised to merchant saleperson SUNIL.
69612250,10/8/2024,11:50 am,Pine Gateway Query Related,PINELABS URGENT TRANSACTION STATUS REQUIRED: 7546339058012811,Trading Broking Limited,,
69636548,10/8/2024,6:11 pm,Pine Gateway Query Related,PINELABS URGENT TRANSACTION STATUS REQUIRED: 3047967921207978,Trading Broking Limited,,
69650921,10/9/2024,12:06 pm,Pine Gateway Query Related,RE: DP Dues transaction details,CAPITAL MARKETS LIMITED_6954,,
69650493,10/9/2024,11:55 am,Pine Gateway Query Related,Clarification required on error code- TRANSACTION FAILED DUE TO LATE AUTH,Digital Commerce Ltd,,
69665095,10/9/2024,7:20 pm,Pine Gateway Query Related,"Confirm Exact Failure Reason For ""Offer Validation Failed (Invalid Request)"" Transactions",DIGITAL COMMERCE LTD,,
69665127,10/9/2024,7:22 pm,Pine Gateway Query Related,Additional User Creation Request,MERCHANT VEENA_6887,,
69691241,10/10/2024,3:03 pm,Pine Gateway Query Related,Payment Deducted but order n,Web Solutions India Pvt Ltd PG,,
69680535,10/10/2024,11:38 am,Pine Gateway Query Related,Re:[## 618718 ##] Electronic SKU failed refunds,RETAIL CONCEPTS PRIVATE LIMITED,,
69699068,10/10/2024,6:20 pm,Pine Gateway Query Related,RE: Pay By Link Payment issue,PAY BY LINK,,
73218438,1/19/2025,12:10 am,Pine Gateway Complaint Related,Unable to use instant page.,MERCHANT SOMA AMZ PG,,Instant page issue.
69684123,10/10/2024,12:25 pm,Pine Gateway Query Related,duplicate transaction,TECH SOLUTIONS PVT LTD,,
72525024,12/17/2024,04:05 pm,Transaction Related Query,Re: COUWL0306406284,PRIVATE BANK,,
69709795,10/11/2024,11:05 am,Pine Gateway Query Related,Re: TransactionId#:413550603 | 10 | Request for Information Regarding Identified Risky Transaction,Systems Private Limited_6816,,
69719303,10/11/2024,4:21 pm,Pine Gateway Query Related,Configuration Issue | PAI International,Pay By Link,,
69742044,10/12/2024,3:40 pm,Pine Gateway Query Related,Re: dLocal Refund Inquiry - Pinelabs - 2024-10-11,Travel solutions private limited MyTravel PG,,
69759030,10/14/2024,11:38 am,Pine Gateway Query Related,PINELABS URGENT TRANSACTION STATUS REQUIRED: YINB2456059176,Trading Broking Limited PG,,
69809305,10/15/2024,11:59 am,Pine Gateway Query Related,RE: DP Dues transaction details NewTicket,CAPITAL MARKETS LIMITED_6954,,
73218327,1/18/2025,11:55 pm,Pine Gateway Complaint Related,Request for payment methods activation,MERCHANT SOMA AMZ PG,,"activation of UPI apps (Web Collect & UPI Intent), online wallets, EMIs (credit/debit cards and cardless), and Buy Now Pay Later (BNPL) in Merchant ID—325837."
69815903,10/15/2024,2:25 pm,Pine Gateway Query Related,Clarification required on error code- TRANSACTION FAILED DUE TO LATE AUTH NewTicket,DIGITAL COMMERCE LTD,,
69834145,10/15/2024,6:03 pm,Pine Gateway Query Related,capture the payment,Property Technologies Solutions Pvt Ltd Education PG,,
69867694,10/16/2024,9:15 pm,Pine Gateway Query Related,I want refund,PAY BY LINK,,
69848575,10/16/2024,12:10 pm,Pine Gateway Query Related,Order status_pinelabs_PG_192946528,Electronics India Private Limited PG,,
69860319,10/16/2024,5:13 pm,Pine Gateway Query Related,Unable to conduct transaction over Pinelabs PG: MID-254344,TECH TECHNOLOGIES GLOBAL PVT LTD PG,,
69882446,10/17/2024,11:41 am,Pine Gateway Query Related,Issue with HDFC Card,TECH Technologies Pvt Ltd Education,,
69971719,10/18/2024,3:37 pm,Pine Gateway Query Related,"URGENT: Facing low CR and very high transaction failures, Pinelabs<>Dlocal [18th Oct]",MetaTech I Tech Pvt Ltd PG,,
73314527,1/21/2025,07:43 pm,Pine Gateway Complaint Related,UPI CC DISABLEMENT | PRIORITY !! | PDRS,MULTITRADE PRIVATE LIMITED_001S400000HzhdGIAR,,Resolved by analysis
73322718,1/22/2025,11:03 am,Pine Gateway Complaint Related,CASE ID : 73314527 | UPI CC DISABLEMENT,MULTITRADE PRIVATE LIMITED_001S400000HzhdGIAR,,Duplicate case id 73314527
69976094,10/18/2024,4:30 pm,Pine Gateway Query Related,trnx getting declined,DIGITAL COMMERCE LTD,,
69970576,10/18/2024,2:58 pm,Pine Gateway Query Related,Fwd: [EXTERNAL] Refund Request for Failed Rent Payment,Solution Systems Private Limited Education,,
69970459,10/18/2024,2:48 pm,Pine Gateway Query Related,duplicate transaction NewTicket,TECH SOLUTIONS PVT LTD,,
70153186,10/21/2024,9:13 pm,Pine Gateway Query Related,Transation Showing Failed Your Portal But Same Transaction showing successfull in pine lab R - 12814650,,,
70129745,10/21/2024,12:15 pm,Pine Gateway Query Related,RE: Netbanking Transactions are getting failed (69665127),bank,,
70156456,10/21/2024,10:54 pm,Pine Gateway Query Related,Re: Transaction Getting Failed,Travel Platform,,
73424080,1/24/2025,03:14 pm,Pine Gateway Complaint Related,Payment gateway issue on Kohinoor Electronics website,Electronics Store,,Pop up blocker issue
73436075,1/24/2025,08:53 pm,Pine Gateway Complaint Related,Caratlane SR Issue -UPI,jewelrymart trading private limited_001GB00003EXmCGYA1,,Merchant is facing SR related issue.
72572191,12/19/2024,03:58 pm,Pine Gateway Request Related,FDDI Fee Collection,,,
73543709,1/27/2025,03:10 pm,Pine Gateway Complaint Related,Activation o IMPS,World Business LLP PG,,IMPS mode activation issue.
70149140,10/21/2024,7:08 pm,Pine Gateway Query Related,Unable to place order | EC242506440704-05051959 | INC1188671 NewTicket,DIGITAL COMMERCE LTD,,
70141866,10/21/2024,5:11 pm,Pine Gateway Query Related,"Confirm Exact Failure Reason For ""Offer Validation Failed (Invalid Request)"" Transactions NewTicket",DIGITAL COMMERCE LTD,,
70132532,10/21/2024,1:17 pm,Pine Gateway Query Related,Re: Pinelabs + Juspay information sharing,RETAIL CONCEPTS PRIVATE LIMITED,,
70134514,10/21/2024,2:15 pm,Pine Gateway Query Related,Re: Payment failed,Solution Systems Private Limited Ecom,,
70151243,10/21/2024,8:17 pm,Pine Gateway Query Related,Re: Transation Showing Failed Your Portal But Same Transaction showing successfull in pine lab R,TECHARRAY NETWORK PVT LTD PG,,
73593956,1/28/2025,07:43 pm,Pine Gateway Complaint Related,Blinkit Prod testing V2 NewTicket,Marketing Affiliates,,Please refer case id-73392616
73639406,1/30/2025,10:36 am,Pine Gateway Complaint Related,Missing Mandatory Parameter in Transaction Status Response NewTicket,MERCHANT YUKTI AMZ PG,,No action required from PG
73640476,1/30/2025,11:11 am,Pine Gateway Complaint Related,Re:[## 654850 ##] Re:Customer unable to make the payment through credit card.,retail concepts private limited_6962,Cards,Customer unable to make the payment through credit card.
70275394,10/23/2024,5:46 pm,Pine Gateway Query Related,Re: Pinelab blocked the account for the customer-,Tech Technologies Pvt Ltd,,
70316847,10/24/2024,1:32 pm,Pine Gateway Query Related,"""Transaction Status BOB Sep'24""",,,
70319405,10/24/2024,2:07 pm,Pine Gateway Query Related,PINELABES EMI BILLING DATA JULY_24,DIGITAL COMMERCE LTD,,
70309820,10/24/2024,11:35 am,Pine Gateway Query Related,Payment Webhook Not Received,NA,,
70298531,10/24/2024,2:16 am,Pine Gateway Query Related,Ammount Deducted ll Not credited to Account,PAY BY LINK,,
70356279,10/25/2024,11:37 am,Pine Gateway Query Related,"""Transaction Status Indusind Sep'24""",Tech Technologies Pvt Ltd,,
70355548,10/25/2024,11:06 am,Pine Gateway Query Related,Re:[## 623277 ##] Payment Confirmation,Commerce Hub Private Limited_6882,,
70447446,10/28/2024,12:26 pm,Pine Gateway Query Related,Unable to place order | TC246574191616-03024549 | INC1187037 NewTicket,DIGITAL COMMERCE LTD,,
70458715,10/28/2024,3:32 pm,Pine Gateway Query Related,Refund Failure Transactions Pinelab-28 Oct-24,DIGITAL COMMERCE LTD,,
73672849,1/31/2025,12:01 pm,Pine Gateway Complaint Related,Assistance Required – Payment Error on Mobile App,Healthcare Hospitals Private Limited_6833,,Integration team revarted
70451133,10/28/2024,1:38 pm,Pine Gateway Query Related,Pinelabs Payment Gateway - Upstart Tech [Error in UPI Transaction],Tech Ventures Pvt Ltd PG,,
72908213,1/4/2025,02:18 pm,Pine Gateway Complaint Related,Request to disable corporate card routing. Pg Mer Id: 312802,Property Technologies Solutions Pvt Ltd Education PG,,Corporate card already disable
72991558,1/9/2025,12:08 pm,Pine Gateway Complaint Related,Anarock || UPI Issue,proptech group business services private limited_6916,UPI,Jyotika has already mailed to the tech team with all the details.
70482747,10/29/2024,11:44 am,Pine Gateway Query Related,Fw: Plural Txn Failing,TRAVEL PLANNERS LIMITED_6964,,
70481805,10/29/2024,11:17 am,Pine Gateway Query Related,Trnx getting failed- Validation failed 2910,DIGITAL COMMERCE LTD,,
70541458,10/30/2024,5:44 pm,Pine Gateway Query Related,Re: Fw: Payment not Uploaded in SAP/ Pine Labs/ Mayur Simran Dhaba,DAIRY COOPERATIVE MARKETING FEDERATION LTD,,
72994861,1/9/2025,12:59 pm,Pine Gateway Complaint Related,"Reg: De-activation of No-Cost EMI w.e.f. January 1, 2025 NewTicket",EduTech Private Limited,,No Cost EMI option has been deactivated.
73022930,1/10/2025,12:57 pm,Pine Gateway Complaint Related,Request to disable corporate card routing. Pg Mer Id: 312802 NewTicket,Property Technologies Solutions Pvt Ltd Education PG,,Corporate card already disable
70520711,10/30/2024,10:26 am,Pine Gateway Query Related,Request Transaction details,HOLIDAYS AND RESORTS,,
70520685,10/30/2024,10:23 am,Pine Gateway Query Related,Request Transaction details,HOLIDAYS AND RESORTS,,
70520714,10/30/2024,10:26 am,Pine Gateway Query Related,Recall:  Request Transaction details,HOLIDAYS AND RESORTS,,
72672797,12/24/2024,10:59 am,Transaction Related Query,Re: CRM COMPLAINT NUMBER 2425AQ3518 NewTicket,PRIVATE BANK,,
71975322,12/1/2024,11:26 am,Pine Gateway Query Related,Merchant Not Received payment,Merchant Name Not confirmed,,
73028822,1/10/2025,03:28 pm,Pine Gateway Complaint Related,"Request to Disable Premium, Super Premium, and Foreign Cards",Property Technologies Solutions Pvt Ltd Education PG,,"Asked the merchant, for required mail from the registered email id rentpay-disputes@nobroker.in"
73071714,1/12/2025,03:15 pm,Pine Gateway Complaint Related,"Request to Disable Premium, Super Premium, and Foreign Cards",Property Technologies Solutions Pvt Ltd Education PG,,Payment mode disable request.
73076509,1/13/2025,11:48 am,Pine Gateway Complaint Related,Payment Issue || LG Laundry Application ||,appliances,,checkout error page
71985996,12/1/2024,05:13 pm,Pine Gateway Query Related,Fwd: [EXTERNAL] Confirmation needed on the Rent Payment failure on Housing.com - Urgent and Important,Solution Systems Private Limited,Cards,
73075880,1/13/2025,11:10 am,Pine Gateway Complaint Related,Payment Link create Option Not showing.,Tech Infosolutions Pvt Ltd,Pay by link,"Not able to create payment link, park to plural tech"
73079521,1/13/2025,01:31 pm,Pine Gateway Complaint Related,Payment Link option not available,Smart Systems Pvt Ltd,,"Payment link options are not working, Ashish resolved the issue, hence closing this case."
72036389,12/2/2024,12:55 pm,Pine Gateway Query Related,Re: KArt - Credentials,Distributors Pvt Ltd PG,,
73148382,1/16/2025,11:43 am,Pine Gateway Complaint Related,RE: Pine lab Page issue,Tech Solutions Pvt Ltd PG Appliances,,"Payment mode issue, park to plural tech support, alfin alreay mailed them"
72036553,12/2/2024,01:00 pm,Pine Gateway Query Related,RE: PAYMENT NOT REFLECTED,LOGISTICS AND MOVERS LIMITED_7021,UPI,
72047438,12/2/2024,05:00 pm,Pine Gateway Query Related,New reply received for this ticket on which you are CC'd,LOGISTICS AND MOVERS LIMITED_7021,,
72057605,12/2/2024,10:50 pm,Pine Gateway Query Related,Re:[## 3987459 ##] Confirm online payment,LOGISTICS AND MOVERS LIMITED_702,,
72074343,12/3/2024,10:09 am,Pine Gateway Query Related,Re: Payout Issues - 119 Txns,Securities Private Limited,,
73165558,1/16/2025,07:11 pm,Pine Gateway Complaint Related,Pine lab Page issue,Tech Solutions Pvt Ltd PG Appliances,,Merchant OTP Page not received
72079173,12/3/2024,11:45 am,Pine Gateway Query Related,Net Banking Transaction issue !! **Urgent**,Financial Port Mangrs Association Fintech B2B PG,NET BANKING,
72090619,12/3/2024,03:29 pm,Pine Gateway Query Related,Fwd: Conversation with Hello,Solution Systems Private Limited Education,CREDIT/DEBIT CARD,
73339980,1/22/2025,05:30 pm,Pine Gateway Complaint Related,Request to disable International card routing. Pg Mer Id: 312802,Property Technologies Solutions Pvt Ltd Education PG,,Request to disable International card routing. Pg Mer Id: 312802
72109270,12/4/2024,12:12 am,Pine Gateway Query Related,Give Pinelab transaction Details,Tech Pvt Ltd,,
72121498,12/4/2024,12:08 pm,Pine Gateway Query Related,Payout transaction successful but not credited in beneficiary account - Very Urgent,FINANCE SERVICES PVT LTD PG,,"Transaction is successful, and amount not received at the beneficiary end, we have marked the mail to the respective payout team"
72129243,12/4/2024,01:57 pm,Pine Gateway Query Related,Re:[## 636252 ##] Payment Failed via Kotak Mahindra bank debit card,TechFlow Solutions Pvt Ltd PG,Cards,
72143471,12/4/2024,10:42 pm,Pine Gateway Query Related,Pinelabs PG - In-correct Net Effective Amount Received - 17326238760119276M NewTicket,Mega Retail Limited Online Store,,
73588375,1/28/2025,05:21 pm,Pine Gateway Complaint Related,Request,MERCHANT SOMA AMZ PG,,Payment mode issue
72181750,12/5/2024,04:57 pm,Pine Gateway Query Related,Assistance Required: Multiple Pinelabs UPI Transaction Failures(Hariox Unit Management Private Limited),Unit Management Private Limited_6974,UPI,
72241945,12/7/2024,08:00 am,Pine Gateway Query Related,Pine Labs Email Security | Quarantine Messages | 12/07/2024 08:00:00 UTC 5:30 for pgsupport@pinelabs.com,Tech Solutions Pvt Ltd PG Appliances,,Automated mail. no action required form our end.
72274197,12/7/2024,10:16 pm,Pine Gateway Query Related,Re:[## 637161 ##] Assistance Required with Transactions Showing Authorization Failure on Dashboard,CAPITAL SERVICES PVT LTD PG MUMBAI,,
73187304,1/17/2025,04:26 pm,Pine Gateway Complaint Related,RE: Ticket updated - #225036 - NTB issue_1,Community Small Finance Bank,,SBI approval pending from bank
73268512,1/20/2025,03:14 pm,Pine Gateway Complaint Related,Re: UAT for KRNV innovative,INNOVATIVES PRIVATE LIMITED_001S400000HkVQXIA3,,Merchant facing UPI PAYMODE issue
73424133,1/24/2025,03:17 pm,Pine Gateway Complaint Related,Re: [EXTERNAL]:Re: [EXTERNAL]:Re: UPI Collections and Payout Requirement : Integration_1,TECH AUTOMATION (FIN),,Integration team is already working on it
72275738,12/8/2024,09:29 am,Pine Gateway Query Related,Issue with transaction refund,Pay By Link,pay by link,Customer reach out to us suggest to reach out to the merchant
72302811,12/9/2024,11:15 am,Pine Gateway Query Related,Payout transaction successful but not credited in beneficiary account - Very Urgent,FINANCE SERVICES PVT LTD PG,,Payout tea has confirmed that payment has been approved from Yes bank and same informed to the merchant
72330388,12/10/2024,01:07 am,Pine Gateway Query Related,Payment not received/ PineLabs/ Sachin Milk Agency,DAIRY COOPERATIVE MARKETING FEDERATION LTD,,"Transaction details not found at our end, Kindly share the Pine Pg transaction id or merchant unique transaction id to check the status."
72356249,12/10/2024,12:37 pm,Pine Gateway Query Related,UTR not generated and TXN Status in processed,TAX CONSULTANCY SERVICES PG PAYOUT,,Informed to the merchant transaction failed.
72365913,12/10/2024,03:14 pm,Pine Gateway Query Related,Re: '854548249' Transaction Issue - CUP CAKE HUT (LILUAH) - KREAMZ,Bank,,No response from the bank
73662568,1/30/2025,07:27 pm,Pine Gateway Complaint Related,Merchant Unauthorized Issue_1,,,replied on old case
72395823,12/11/2024,01:58 pm,Pine Gateway Query Related,Re: Fraudulent txns happened.--IVR fraud _ SOS!---464793608,Electronics India Private Limited PG,,No role PG support team as risk team need to recover the funds
72401280,12/11/2024,03:32 pm,Pine Gateway Query Related,Net Banking Transaction issue !! **Urgent** NewTicket,Financial Port Mangrs Association Fintech B2B PG,Net Banking,We have informed to the merchant that amount has been refunded.
73721907,2/3/2025,11:11 am,Pine Gateway Complaint Related,FW: Akbar Online Booking Company Private Limited ( MID - 326967) / CC on UPI deactivation,Travel Booking Company Private Limited_6985,UPI,CC on UPI deactivation request
72410546,12/11/2024,09:52 pm,Pine Gateway Query Related,Re:[## 636252 ##] Payment Failed via Kotak Mahindra bank debit card NewTicket,TechFlow Solutions Pvt Ltd PG,,Resolved by analysis
73736721,2/3/2025,03:51 pm,Pine Gateway Complaint Related,"SIMPL- HDFC Issued Card, Failing since 1st Feb",TECH SIGMA TECHNOLOGIES PRIVATE LIMITED PG,,Resolved by analysis
73746653,2/3/2025,08:00 pm,Pine Gateway Complaint Related,Activation o IMPS NewTicket,World Business LLP PG,,IMPS mode activation issue.
72416041,12/12/2024,11:26 am,Pine Gateway Query Related,payout stuck //order id__733274361071,Solution Systems Private Limited Education,,Transaction Status is successful and bank mis has been shared.
72423130,12/12/2024,02:21 pm,Pine Gateway Query Related,Fw[2]: Payment Not Upload Pine Labs,DAIRY COOPERATIVE MARKETING FEDERATION LTD,,Merchant wants to know the status of the below 2 transactions and we have shared the details with the merchant that both the transactions are successful.
72466195,12/14/2024,11:41 am,Pine Gateway Query Related,Vijay sales PBL txn Status Req,PAY BY LINK,,Transaction status shared.
73765488,2/4/2025,02:10 pm,Pine Gateway Complaint Related,Intent Creation issue,LEASING AND FINANCE LIMITED_001S400000HTZSsIAP,,Intent Issue Park to the tech team to check
72465938,12/14/2024,11:28 am,Pine Gateway Query Related,Kohinoor PBL Transaction status Req,PAY BY LINK,,Merchant wants to know the transaction status and same informed to the merchant.
72490950,12/16/2024,11:51 am,Pine Gateway Query Related,RK Enterprise,DAIRY COOPERATIVE MARKETING FEDERATION LTD,,"Transaction status query, shared the RRN"
72496231,12/16/2024,02:08 pm,Pine Gateway Query Related,"'CheQ0 MID-326817"" Refund to be process-051224 NewTicket",FINTECH INNOVATIONS PVT LTD PG,,Merchant confirmation received
72497470,12/16/2024,02:34 pm,Pine Gateway Query Related,Fw[2]: Payment Not Upload Pine Labs NewTicket,DAIRY COOPERATIVE MARKETING FEDERATION LTD,,No action required from PG
72501631,12/16/2024,04:36 pm,Pine Gateway Query Related,Offer Validation Failed 1612,Digital Commerce Ltd,,Parked to plural tech team
72505667,12/16/2024,07:09 pm,Pine Gateway Query Related,FW: Customer Payment Failure-Urgent,Jewelry Limited_6976,,"Merchant didn't receive any confirmation for the below transaction and required the payment status for the below transactions, as checked the below transactions are successful."
72524526,12/17/2024,03:46 pm,Pine Gateway Query Related,Fw: not credited Rs.99000/- in Pine labs AC,DAIRY COOPERATIVE MARKETING FEDERATION LTD,UPI,Transaction status shared with the merchant.
72541854,12/18/2024,01:16 pm,Pine Gateway Query Related,Fw: Required Confirmation on the Pine lab transaction Not uploaded in sap.,DAIRY COOPERATIVE MARKETING FEDERATION LTD,,Merchant wants to check the transaction status and we have shared the transaction status and rpt file with the merchant.
72542980,12/18/2024,01:44 pm,Pine Gateway Query Related,Re: Request for PINELABS Payment Gateway Integration - Vythiri Village NewTicket,RESORTS PRIVATE LIMITED PG,,After implementing the web hooks for some transactions the webhooks are not generating any response.
72548433,12/18/2024,04:38 pm,Pine Gateway Query Related,VERY IMPORTANT :- Pending Payouts Transactions (17th Dec'24),FINANCE SERVICES PVT LTD PG,,Payment status issue and we have asked the required details from the merchant.
72550720,12/18/2024,05:45 pm,Pine Gateway Query Related,Request for Immediate Release of Held Payment,Infotel Private Limited PG,,Merchant wants to know the transaction status and as we have checked the transaction is successful and same has been informed to the merchant.
72556429,12/18/2024,11:28 pm,Pine Gateway Query Related,Urgent: Transaction Failures on MID 326697,Paycard Private Limited_6881,,As per merchant issue has been resolved.
72561028,12/19/2024,10:10 am,Pine Gateway Query Related,Re:[## 637161 ##] Assistance Required with Transactions Showing Authorization Failure on Dashboard NewTicket,CAPITAL SERVICES PVT LTD PG MUMBAI,,No action required from PG
72564282,12/19/2024,11:47 am,Pine Gateway Query Related,VERY IMPORTANT :- Pending Payouts Transactions (18th Dec'24),FINANCE SERVICES PVT LTD PG,,"merchant required the below payout status, and we are unable to find the details at our end and asked to share the complete transaction details."
72570658,12/19/2024,02:47 pm,Pine Gateway Query Related,Fw: Transaction Status I PIne Lab Bank I Agra Branch,DAIRY COOPERATIVE MARKETING FEDERATION LTD,,"Amul case , share to the concern yogesh"
73764188,2/4/2025,01:26 pm,Pine Gateway Complaint Related,Pine Labs - Assistance Required – EMI Banks Error for Shared MIDs,Women Organization PG EASEBUZZ,,Resolved by analysis
72568101,12/19/2024,01:21 pm,Pine Gateway Query Related,Fwd: Refund isssue,TELECOM SERVICES PVT LTD-PG,,Merchant wants to know the status of the refund transactions and merchant did not share any details of the 1 transaction.
72581604,12/20/2024,11:00 am,Pine Gateway Query Related,PG cark  link payment Charge Slip not found on Portal,,,Merchant did not get the charge slip for the transactions and merchant has shared the transaction details on case id 72581604 hence parking this case to CS Deferred.
72581609,12/20/2024,11:00 am,Pine Gateway Query Related,PG cark  link payment Charge Slip not found on Portal,,,Merchant did not get the charge slip for the transactions and merchant has shared the transaction details on case id 72581548 hence parking this case to CS Deferred.
72592445,12/20/2024,02:49 pm,Pine Gateway Query Related,VERY IMPORTANT :- Pending Payouts Transactions (19th Dec'24),FINANCE SERVICES PVT LTD PG,,"merchant required the below payout status, and we are unable to find the details at our end and asked to share the complete transaction details."
72612958,12/21/2024,10:58 am,Pine Gateway Query Related,Fw: Re: Transaction Status I PIne Lab Bank I Agra Branch,DAIRY COOPERATIVE MARKETING FEDERATION LTD,,"Amul case , share to the concern yogesh"
72619926,12/21/2024,02:53 pm,Pine Gateway Query Related,Fw: Pinelabs-Payment not Update In Customer Account,DAIRY COOPERATIVE MARKETING FEDERATION LTD,,Merchant required the transaction status and status shared with the merchant.
72620073,12/21/2024,02:57 pm,Pine Gateway Query Related,Fw: Amount not credited in Books.,DAIRY COOPERATIVE MARKETING FEDERATION LTD,,Merchant required the transaction status and status shared with the merchant.
73799123,2/5/2025,05:47 pm,Pine Gateway Complaint Related,Request for activation of payment methods NewTicket,MERCHANT SOMA AMZ PG,,Payment mode issue
72620037,12/21/2024,02:57 pm,Pine Gateway Query Related,Fw: Transaction Status I PIne Lab Bank I Agra Branch,DAIRY COOPERATIVE MARKETING FEDERATION LTD,,Merchant required the transaction status and status shared with the merchant.
72475122,12/14/2024,05:29 pm,Call Back Request,refund log required,Electronics Sales,,Resolved by analysis
